UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL,keyword
Ci icha,@ichawirsa,2021-05-01T10:56:26.000Z,"Es buah, es cincau, es cendol, es campur. Semua ada. Selamat berbuka karyawanku~",,,3.0,2.0,15.0,[],https://twitter.com/ichawirsa/status/1388447212112257028,es campur
Fikry Hendrakusuma,@fikryhendra07,2021-05-01T11:18:23.000Z,Pas siang pengen - es campur- gorengan- nasi Padang- ayam bakarPas buka puasa- air putih - kurma 3- kenyang......2 jam setelah buka puasa- Indomie enak juga nih,,,,,,[],https://twitter.com/fikryhendra07/status/1388452737516392450,es campur
tjandu,@Timun_laut03,2021-05-01T07:52:55.000Z,Sop buah...es kelapa muda...es campur...sirup markisa...hmmm....apalagi? *khayalan menuju berbuka puasa,,🤔,,,,[],https://twitter.com/Timun_laut03/status/1388401031625674754,es campur
Sulaiman Ricardo Marbun,@SulaimanMarbun,2021-05-01T15:13:11.000Z,Short BTC bareng @xvidgmbk sambil minum ES campur Kopi tambah Kelapa Kopyor.  Josss Gandos !!!,,,,1.0,,[],https://twitter.com/SulaimanMarbun/status/1388511827542175752,es campur
Ask RL,@Askrlfess,2021-05-01T07:40:18.000Z,"[askrl] sedang kesal, masa nenekku tadi b3li dimsum dimasukin ke es dawet ",,😭 😭 🤲,12.0,,2.0,[],https://twitter.com/Askrlfess/status/1388397855249899521,es dawet
Jon kote,@torycakep,2021-05-01T08:24:14.000Z,"Mandi, lalu prepare cari gorengan dan es capucino cincau... biar buka nya mak nyesss",,,,,,[],https://twitter.com/torycakep/status/1388408909254119425,es cincau
Ci icha,@ichawirsa,2021-05-01T10:56:26.000Z,"Es buah, es cincau, es cendol, es campur. Semua ada. Selamat berbuka karyawanku~",,,3.0,2.0,15.0,[],https://twitter.com/ichawirsa/status/1388447212112257028,es cincau
yourhoney_,@buttercashew,2021-05-01T10:49:53.000Z,"Ceritanya umi ku 4hari yang lalu buat es kelapa+cincau gitu, terus aku bilang aku suka, soalnya aku udah gapernah minum es, minuman ku air hangat sm susu aja, eh skrng setiap buka umi bikin es kelapa+cincau terus",,😭,,,,[],https://twitter.com/buttercashew/status/1388445566690992128,es cincau
Sat,@satria4513,2021-05-01T06:57:54.000Z,Es kelapa muda pake gula jawa. Kayanya segerrrrrrr *gleeek*,,,2.0,,1.0,['https://pbs.twimg.com/media/E0SKyALVEAceLe2?format=jpg&name=small'],https://twitter.com/satria4513/status/1388387182725844992,es kelapa muda
tjandu,@Timun_laut03,2021-05-01T07:52:55.000Z,Sop buah...es kelapa muda...es campur...sirup markisa...hmmm....apalagi? *khayalan menuju berbuka puasa,,🤔,,,,[],https://twitter.com/Timun_laut03/status/1388401031625674754,es kelapa muda
Ocean,@_Oceannia,2021-05-01T11:21:29.000Z,"Berbuka hari kesekian hanya dengan kelapa muda murni (dingin) atau air putih hangat. Gak ada minum yg manis2Orang rumah jg pengertian ya, pada fine aja berbuka pake es kelapa murni tanpa gula.Lauk jg mulai yg dikukus & direbus. Walau msh ada yg digoreng sih,ya pelan2 deh",,😆 😁,1.0,,,[],https://twitter.com/_Oceannia/status/1388453517233246208,es kelapa muda
Haroro 하로로,@hahaha2606,2021-05-01T16:29:51.000Z,Lagi suka makan biji (salak),,,1.0,,1.0,['https://pbs.twimg.com/media/E0UNsHnVcAERqax?format=jpg&name=small'],https://twitter.com/hahaha2606/status/1388531119922946051,biji salak
TERPERCAYA | Bimbel Bimbingan Masuk GONTOR,@bimbelPRIMAGO,2021-05-02T00:10:38.000Z,Jauhkan dirimu dari #ApiNeraka walaupun hanya dgn BERBAGI sebutir kurma. (Mutafaq’alaih) | #BuatMerekaTersenyum,,,,,1.0,['https://pbs.twimg.com/media/B9LA4d_IMAAc-iO?format=jpg&name=small'],https://twitter.com/bimbelPRIMAGO/status/1388647079786868736,kurma
NADIFA|HDI & BSKIN JAKARTA,@nadifdifa,2021-05-02T13:33:18.000Z,"Hari ini buka pake kurma, martabak manis yg isinya tebel banget, sama indomie kuah bumbu padang. Semoga perut ku gapapa yaaa :)",,,,,,[],https://twitter.com/nadifdifa/status/1388849078637764615,kurma
Radio Sonora Jakarta,@SonoraFM92,2021-05-02T09:45:07.000Z,"Ikuti #KURMA : Kuis Ramadan Selama Bulan Ramadan Di Sonora 92.0 FM Pertanyaan,Syarat & hadiah dengarkan setiap Pukul: 03.35 | 06.35 | 12.35 dan 17.10 WIBPengumuman Pemenang setiap hari Senin & Kamis Pk.18.30 WIB.Selamat menjalankan ibadah puasa bagi yang melaksanakan ya!",,,,,,['https://pbs.twimg.com/ext_tw_video_thumb/1388791627217506304/pu/img/UdCm2u8MFL7YtgZH.jpg'],https://twitter.com/SonoraFM92/status/1388791654732140555,kurma
® DananG TIyAswOro &,@DanangTiyasworo,2021-05-02T00:02:50.000Z,"bukan hanya kurma yang akan berlimpahbahkan segalanya pasti membuncahapabila para pamong, sarjana, saudagar sudi mempusarakan bid'ah tahayul khurafatyang dihembus dari lorong gelap menara gadingsesosok vampir cuan yang telah purba menggigit bangsa-bangsa@riadis99",,,,,,[],https://twitter.com/DanangTiyasworo/status/1388645117733445632,kurma
Borjuis Zuhud,@anditoaja,2021-05-02T20:37:57.000Z,"Tadi siang saya ngobrol pedagang kurma di pasar:A :Mas gak bikin paspor?B : Buat apa? A : Agar bisa keluar negeri, beli kurma yang banyak dan murah.B : Buat apa keluar negeri? Hidup sederhana yg penting anak bisa sekolah, saya sudah senang.Ini contoh obrolan salah tempat.",,,,,,[],https://twitter.com/anditoaja/status/1388955944575373314,kurma
Radio Sonora Jakarta,@SonoraFM92,2021-05-02T05:00:10.000Z,"Ikuti #KURMA : Kuis Ramadan Selama Bulan Ramadan Di Sonora 92.0 FM Pertanyaan,Syarat & hadiah dengarkan setiap Pukul: 03.35 | 06.35 | 12.35 dan 17.10 WIBPengumuman Pemenang setiap hari Senin & Kamis Pk.18.30 WIB.Selamat menjalankan ibadah puasa bagi yang melaksanakan ya!",,,,,,['https://pbs.twimg.com/ext_tw_video_thumb/1388719914320547841/pu/img/BnKF8zf9YzXqF6uT.jpg'],https://twitter.com/SonoraFM92/status/1388719942506266630,kurma
deldeladel,@delamaradela,2021-05-02T02:31:35.000Z,Saya menjual Kurma Tuneese / Kurm... seharga Rp540.000. Dapatkan di Shopee sekarang! https://shopee.co.id/delamaradela/2950842193… #ShopeeID,,,,,,['https://pbs.twimg.com/media/E0WXbDhUUAQYK5n?format=jpg&name=small'],https://twitter.com/delamaradela/status/1388682553154936833,kurma
#PecintaAnakYatim,@PcintaAnakYatim,2021-05-02T07:10:39.000Z,Jauhkan dirimu dari api neraka walaupun hanya dengan (sodaqoh) sebutir kurma. (Mutafaq’alaih),,,,,1.0,[],https://twitter.com/PcintaAnakYatim/status/1388752783264808961,kurma
Radio Sonora Jakarta,@SonoraFM92,2021-05-02T20:00:13.000Z,"Ikuti #KURMA : Kuis Ramadan Selama Bulan Ramadan Di Sonora 92.0 FM Pertanyaan,Syarat & hadiah dengarkan setiap Pukul: 03.35 | 06.35 | 12.35 dan 17.10 WIBPengumuman Pemenang setiap hari Senin & Kamis Pk.18.30 WIB.Selamat menjalankan ibadah puasa bagi yang melaksanakan ya!",,,,,,['https://pbs.twimg.com/ext_tw_video_thumb/1388946422964314115/pu/img/hydztJJBUqV71kpj.jpg'],https://twitter.com/SonoraFM92/status/1388946450957148164,kurma
deldeladel,@delamaradela,2021-05-02T02:31:18.000Z,Saya menjual Kurma Tunisia Tuneese... seharga Rp48.000. Dapatkan di Shopee sekarang! https://shopee.co.id/delamaradela/9550675002… #ShopeeID,,,,,,['https://pbs.twimg.com/media/E0WXWt8VoAAq_uS?format=jpg&name=small'],https://twitter.com/delamaradela/status/1388682478613766148,kurma
Radio Sonora Jakarta,@SonoraFM92,2021-05-02T23:00:19.000Z,"Ikuti #KURMA : Kuis Ramadan Selama Bulan Ramadan Di Sonora 92.0 FM Pertanyaan,Syarat & hadiah dengarkan setiap Pukul: 03.35 | 06.35 | 12.35 dan 17.10 WIBPengumuman Pemenang setiap hari Senin & Kamis Pk.18.30 WIB.Selamat menjalankan ibadah puasa bagi yang melaksanakan ya!",,,,,1.0,['https://pbs.twimg.com/ext_tw_video_thumb/1388991746198151170/pu/img/7i1DtnzFnk3V20Yq.jpg'],https://twitter.com/SonoraFM92/status/1388991773960196100,kurma
deldeladel,@delamaradela,2021-05-02T02:29:11.000Z,Saya menjual Kurma Tunisia Tuneese 500gr seharga Rp. Dapatkan di Shopee sekarang! https://shopee.co.id/delamaradela/9550675002… #ShopeeID,,,,,,['https://pbs.twimg.com/media/E0WW37vUUAAxZqf?format=jpg&name=small'],https://twitter.com/delamaradela/status/1388681949913309189,kurma
ミクsandwich,@adrio_nevralka,2021-05-02T11:14:43.000Z,Takjilnya es buah ama kemilin quick melt keju..,,❤,1.0,,,['https://pbs.twimg.com/media/E0YPKEEVUAQeZyZ?format=jpg&name=small'],https://twitter.com/adrio_nevralka/status/1388814203943677953,es buah
-Bangkur,@babangkur,2021-05-02T06:20:26.000Z,Es buah mah seger...,,,,,,[],https://twitter.com/babangkur/status/1388740142290980865,es buah
Megawati Sukma Pratiwi,@Megadigaa,2021-05-02T15:22:44.000Z,Bangun tidur ngidam es buah.,,,,,,[],https://twitter.com/Megadigaa/status/1388876620094603277,es buah
kart.,@nkrtkp,2021-05-02T12:26:04.000Z,"Saking sekeluarga ga gitu demen bikin minuman macem sirup, pas mau bikin es buah w cari sirup dan menemukan 10 botol dan 6 udah expired dari sisa lebaran taun lalu wkwkk",,,1.0,,,[],https://twitter.com/nkrtkp/status/1388832159897694208,es buah
diiah_setii,@23tiowati_diiah,2021-05-02T05:14:56.000Z,Otw es buah yok ditt enak nih keknya,The following media includes potentially sensitive content. Change settingsView,😂,1.0,,,[],https://twitter.com/23tiowati_diiah/status/1388723660416905220,es buah
Batman Libur,@adenan_abdilla,2021-05-02T08:16:03.000Z,"Bekasi panas banget hari ini, udah sore tp dr tadi yg dtg cma bawa kucing sama bli petfood.. Yang bawa kolak atau es buah ngga mau datang ni?",,,3.0,,8.0,[],https://twitter.com/adenan_abdilla/status/1388769239482322946,es buah
Viki,@vikiviks_,2021-05-02T07:02:03.000Z,"ini panas nya dicampur sama apa kok ya panas puol, sampai nusuk ke intisari perkulitan kek mau kebakar jalan satu-satunya siram pake es buah.",,,1.0,,,[],https://twitter.com/vikiviks_/status/1388750615644311553,es buah
GTV Indonesia News,@GTVID_News,2021-05-02T14:15:00.000Z,,"Cerita Jerome Polin Buka Puasa di Jepang, Tetap Buat Takjil Es Buah : Okezone LifestyleJerome merupakan mahasiswa yang menerima beasiswa di Waseda University - Life - Okezone Lifestylelifestyle.okezone.com",,,,,['https://pbs.twimg.com/card_img/1388830702121230339/XR1JLPl9?format=jpg&name=small'],https://twitter.com/GTVID_News/status/1388859571796529155,es buah
Dul,@dulazziz,2021-05-02T14:03:24.000Z,Gorengan media paling sih,Quote TweetThe Anfield Buzz@TheAnfieldBuzz · May 2BREAKING NEWS: Liverpool want to sign Sancho this Summer and are now willing to “splash” the cash on Dortmund’s ace. [Fichajes]Show this thread,,,,,"['https://pbs.twimg.com/profile_images/998648807112953856/Wk26a5pL_mini.jpg', 'https://pbs.twimg.com/media/E0U6BRtWUAI73DW?format=jpg&name=small']",https://twitter.com/dulazziz/status/1388856654557446145,gorengan
Remahan gorengan,@cactustala,2021-05-02T18:42:21.000Z,"Mau lu pegang sosmednya, kenal deket sama keluarga nya, atau pacaran bertaun-taun ga ngejamin dia bertahan kalo dia ga bersyukur punya lu",,,,,,[],https://twitter.com/cactustala/status/1388926854904508417,gorengan
Remahan gorengan,@cactustala,2021-05-02T05:50:24.000Z,"Ada yg kaya gue g si, yg kalo kepikiran sesuatu sampe kebawa mimpi",,,,,,[],https://twitter.com/cactustala/status/1388732583849041922,gorengan
Dwica,@dissydc,2021-05-02T01:53:13.000Z,"Curiga tadi mimpinya bikin sedih, tapi yaa entah, aku juga ngga inget tadi mimpi apa. Mimpi ngga dapet gorengan pas buka puasa kali yaa.. ",,🤷 🤷 🤷 🤷,,,,[],https://twitter.com/dissydc/status/1388672898315931648,gorengan
jordy_74,@Jordy749,2021-05-02T16:13:41.000Z,BismillahWah menjelang lebaran ada gorengan baru nih ,,😆 😁 😄 😃 😀,,,1.0,[],https://twitter.com/Jordy749/status/1388889439275917314,gorengan
s,@septidianprtiwi,2021-05-02T21:53:34.000Z,gara2 makan gorengan mulu ni pasti,,,,,,[],https://twitter.com/septidianprtiwi/status/1388974976158486528,gorengan
Remahan gorengan,@cactustala,2021-05-02T12:46:23.000Z,Lu tau tai ga si tai? Persis kaya lu,,,,,,[],https://twitter.com/cactustala/status/1388837272519389189,gorengan
BASE Entertainment,@BaseEntID,2021-05-02T10:00:01.000Z,"Diet itu pilihan, kalo gorengan adalah kewajiban #BASEEntertainment#BASEGoodVibes",0:1024 views,😜,,,,[],https://twitter.com/BaseEntID/status/1388795405366923267,gorengan
Luv,@pinkluvcattt,2021-05-02T12:27:25.000Z,Knp ya klo pas puasa tuh pas siang2 atau sore2 pengennya makan ini makan itu pokoknya makan yg banyak.. tp giliran udah buka puasa minum teh anget 2 gelas sama roti/gorengan 1 iris udah berasa kenyang. Pengen makan lgi gak dulu deh abis tarawih aja,,,,,,[],https://twitter.com/pinkluvcattt/status/1388832498503888898,gorengan
Liputan6.com,@liputan6dotcom,2021-05-02T15:25:34.000Z,"Resep Pepes Ikan Nila, Menu Sahur untuk Mengusir Kebosanan: Bosan dengan menu sahur yang serba gorengan, pepes ikan nila bisa jadi pilihan.","Resep Pepes Ikan Nila, Menu Sahur untuk Mengusir KebosananBosan dengan menu sahur yang serba gorengan, pepes ikan nila bisa jadi pilihan.liputan6.com",,,,2.0,['https://pbs.twimg.com/card_img/1388877336217493515/2Q3ko0fY?format=jpg&name=small'],https://twitter.com/liputan6dotcom/status/1388877329246547972,gorengan
Peninggi Jakarta COD,@JagoTinggi_,2021-05-02T03:14:02.000Z,"Terlalu Banyak Makan Gorengan & MSG pun Tidak Baik untuk #Kesehatan Jangka Panjang, bisa Mengakibatkan Jantung Koroner hingga Kanker",,,,,,[],https://twitter.com/JagoTinggi_/status/1388693235023814656,gorengan
Sophia Mega • Booktuber,@sophiamega,2021-05-02T10:36:52.000Z,Gorengan kalian akan terasa nikmat bila dengan petis ini.,,,2.0,1.0,,['https://pbs.twimg.com/media/E0YGfgWVcAE0AY-?format=jpg&name=small'],https://twitter.com/sophiamega/status/1388804676871548928,gorengan
heni,@88_heny,2021-05-02T13:12:24.000Z,Kasta tertinggi gorengan:1. Sukun2. Tape3. Molen ,,😅 😋,,,,[],https://twitter.com/88_heny/status/1388843816677822465,gorengan
pangeran kerajaan mesir,@princepacri,2021-05-02T19:10:48.000Z,"bosen bat makan bubur mulu anjingggg pengen bat makan nasgor, baso, migoreng, gorengan pake bumbu kacang anjrot",,,2.0,,,[],https://twitter.com/princepacri/status/1388934012584947714,gorengan
Raya,@RayrezaLerianto,2021-05-02T23:40:31.000Z,"Bahaya plastik itu cuma gorengan buat bisnis yang lebih besar dibelakangnya.Seen ""Seaspiracy"" on Netflix yet?","Seaspiracy | Netflix Official SitePassionate about ocean life, a filmmaker sets out to document the harm that humans do to marine species — and uncovers alarming global corruption.netflix.com",,,,,['https://pbs.twimg.com/card_img/1386386178014945281/kJm9fRgg?format=jpg&name=small'],https://twitter.com/RayrezaLerianto/status/1389001889316884480,gorengan
Mez,@MezDoang,2021-05-02T08:05:25.000Z,"Tidak berminatkah kalian membuat anthologi hws Indonesia, berisi ilustrasi, komik, trivia sejarah dgn bonus gorengan combro?",GIF,❤ 🐰,2.0,,10.0,['https://pbs.twimg.com/tweet_video_thumb/E0Xj0ojUYAE3ZOk.jpg'],https://twitter.com/MezDoang/status/1388766565378584579,gorengan
#إندونيسيا_اليوم,@Indonesiaalyoum,2021-05-02T06:04:48.000Z,جورنغان | Gorenganبالنسبة #الإندونيسين جورنغان هي كل أنواع المأكولات البسيطة المقلية بالدقيق، نحو الموز المقلي، والتوفو المقلي الذي فيه الخضروات المتنوعة، وتمبي Tempe المقلي، والبطاطا المقلي وهناك المزيد. هذا الطعام يفضله كل الإندونيسين عند الافطار لأن طعمه خليط بين السكر والملح,,,,3.0,4.0,['https://pbs.twimg.com/media/E0XIOJRUcAAuvsT?format=jpg&name=small'],https://twitter.com/Indonesiaalyoum/status/1388736208658845696,gorengan
Adi kolak pisang,@adi_rossoneri,2021-05-02T20:27:49.000Z,": Lu si pake ngerekam-rekam: Kok jadi gue: Coba kalo gak direkam, kan gak jadi gini: Gue lagi aja yang kena","Quote TweetDr@gratias_15 · May 2Walah kaum MABOK AGAMA.. Peristiwa terjadi di daerah Perumahan Harapan Indah Bekasi, masjid Al Amanah, Takmir masjid buat aturan klu masuk masjid harus buka masker, ada yg mau ikut shalat pake masker malah di usir. Gimana niy @MUIPusat @DivHumas_Polri",👦 👱 👦 👱,,,,"['https://pbs.twimg.com/profile_images/1311868674567929856/uSOASxKc_mini.jpg', 'https://pbs.twimg.com/ext_tw_video_thumb/1388816695653851142/pu/img/OUrS-RGX-lO5RqFl.jpg']",https://twitter.com/adi_rossoneri/status/1388953395294179328,kolak
Adi kolak pisang,@adi_rossoneri,2021-05-02T16:28:47.000Z,Di Old Trafford lagi ada pembagian takjil gratis,,,,,1.0,[],https://twitter.com/adi_rossoneri/status/1388893239692853251,kolak
Adi kolak pisang,@adi_rossoneri,2021-05-02T11:19:58.000Z,Memasuki waktu indonesia bagian ngingetin kacang biar gak lupa terus sama kulitnya,,,,,1.0,[],https://twitter.com/adi_rossoneri/status/1388815525120143365,kolak
Adi kolak pisang,@adi_rossoneri,2021-05-02T16:34:16.000Z,"Baru kemaren nonton di youtube nya soleh solehun, tau-tau dapet berita ginian","Quote TweetHAI is wearing a mask@HaiMagazine · May 2BREAKING NEWS: Daniel 'DeadSquad' Ditangkap Polisi, Positif Ganja dan Zat Psikotropika  https://hai.grid.id/read/072677876/daniel-deadsquad-ditangkap-polisi-positif-ganja-dan-zat-psikotropika?page=all…Show this thread",,,,,['https://pbs.twimg.com/profile_images/1226746297379512320/JjCW5p4Q_mini.jpg'],https://twitter.com/adi_rossoneri/status/1388894620180901889,kolak
Adi kolak pisang,@adi_rossoneri,2021-05-02T20:17:37.000Z,Abis sahur langsung ngabuburit sembari nunggu adzan maghrib,,,,,1.0,[],https://twitter.com/adi_rossoneri/status/1388950827323199488,kolak
Adi kolak pisang,@adi_rossoneri,2021-05-02T14:28:16.000Z,Ciri-ciri psikopat itu yang kalo masak mie sampe benyek,,,,,1.0,[],https://twitter.com/adi_rossoneri/status/1388862909304827906,kolak
Adi kolak pisang,@adi_rossoneri,2021-05-02T16:12:33.000Z,Fans inter merayakan kemenangannya di Old Trafford,,,1.0,,1.0,[],https://twitter.com/adi_rossoneri/status/1388889155233452040,kolak
Adi kolak pisang,@adi_rossoneri,2021-05-02T15:03:40.000Z,Limbad kalo ikut master chef masaknya baut truk asam manis,,,,,1.0,[],https://twitter.com/adi_rossoneri/status/1388871821642977285,kolak
Adi kolak pisang,@adi_rossoneri,2021-05-02T04:54:07.000Z,Chat kamu gak dibales?Positif thinking aja siapa tau pas kamu chat hape dia langsung dijual,,,,,2.0,[],https://twitter.com/adi_rossoneri/status/1388718420594544640,kolak
Batman Libur,@adenan_abdilla,2021-05-02T08:16:03.000Z,"Bekasi panas banget hari ini, udah sore tp dr tadi yg dtg cma bawa kucing sama bli petfood.. Yang bawa kolak atau es buah ngga mau datang ni?",,,3.0,,8.0,[],https://twitter.com/adenan_abdilla/status/1388769239482322946,kolak
Adi kolak pisang,@adi_rossoneri,2021-05-02T18:01:14.000Z,"Ini kost-kostan temen kelewat bebas, orang lagi asik nonton tau-tau tipinya diangkut maling",,,,,1.0,[],https://twitter.com/adi_rossoneri/status/1388916505002221568,kolak
Adi kolak pisang,@adi_rossoneri,2021-05-02T16:44:07.000Z,Ngeselin itu ketika udah baringan udah ngantuk mau tidur pas merem mendadak terpikirkan nasib perekonomian negara berkembang,,,,,,[],https://twitter.com/adi_rossoneri/status/1388897100369330180,kolak
Adi kolak pisang,@adi_rossoneri,2021-05-02T08:39:31.000Z,"Lagian pengen punya pasangan kok selalu yg muluk muluk, kalo mau yang muluk mah sono pacarin Chef Renatta",,,,,1.0,[],https://twitter.com/adi_rossoneri/status/1388775144332529668,kolak
Adi kolak pisang,@adi_rossoneri,2021-05-02T10:32:08.000Z,Ava korea hehehehe Gak deng bohong,Quote TweetVICE Indonesia@VICE_ID · May 2Apa yang membuatmu ketawa?,😅,,,,['https://pbs.twimg.com/profile_images/1188756681846480896/W4RklaOR_mini.jpg'],https://twitter.com/adi_rossoneri/status/1388803485357920256,kolak
Adi kolak pisang,@adi_rossoneri,2021-05-02T13:04:16.000Z,"Enak banget jadi selebtuit kalo ulang tahun banyak yang ngucapin, saking banyaknya sampe gak kelar kelar tau tau ulang tahun lagi hedeh",,,,,1.0,[],https://twitter.com/adi_rossoneri/status/1388841772982292480,kolak
Adi kolak pisang,@adi_rossoneri,2021-05-02T07:28:36.000Z,Seks bebas: melakukan hubungan intim dengan dihalang-halangi pagar betis,,,,,,[],https://twitter.com/adi_rossoneri/status/1388757299917852675,kolak
Adi kolak pisang,@adi_rossoneri,2021-05-02T08:30:40.000Z,"Harusnya disetiap palang kereta dikasih peringatan ""YANG LEWAT INI KERETA, BUKAN AGER-AGER""",,,,,1.0,[],https://twitter.com/adi_rossoneri/status/1388772920239955969,kolak
Adi kolak pisang,@adi_rossoneri,2021-05-02T21:08:59.000Z,Habis sahur kalian mau ngapain? Kalo boleh gak pengen tau,,,,,1.0,[],https://twitter.com/adi_rossoneri/status/1388963753538981889,kolak
Adi kolak pisang,@adi_rossoneri,2021-05-02T10:06:21.000Z,Kamu mau sampe kapan gak punya pacar?,,,,,1.0,[],https://twitter.com/adi_rossoneri/status/1388796996278910979,kolak
Adi kolak pisang,@adi_rossoneri,2021-05-02T15:26:54.000Z,"Inter aja bisa juara, masa aku gak bisa si jadi juara di hati kamu",,,,,,[],https://twitter.com/adi_rossoneri/status/1388877667395465216,kolak
Adi kolak pisang,@adi_rossoneri,2021-05-02T02:37:01.000Z,"Baru sadar di rumah belom ada selembaran jadwal imsakiyah, biasanya tahun kemaren udah banyak banget ditempel di tembok ruang tamu atau kamar",,,,,,[],https://twitter.com/adi_rossoneri/status/1388683918610624513,kolak
Adi kolak pisang,@adi_rossoneri,2021-05-02T11:37:44.000Z,Makan jadi terganggu kalo ditengah-tengah lagi rame banget orang main futsal,,,,,,[],https://twitter.com/adi_rossoneri/status/1388819994582999052,kolak
Adi kolak pisang,@adi_rossoneri,2021-05-02T12:27:15.000Z,Ke warung beli rokok pas pulang baru inget warungnya tutup,,,,,,[],https://twitter.com/adi_rossoneri/status/1388832457726648326,kolak
Adi kolak pisang,@adi_rossoneri,2021-05-02T11:10:16.000Z,Alhamdulillah puasa tinggal 13 hektar lagi,,,,,,[],https://twitter.com/adi_rossoneri/status/1388813084484009985,kolak
Adi kolak pisang,@adi_rossoneri,2021-05-02T17:26:43.000Z,Memasuki waktu mau tidur nanggung ntar lagi sahur,,,,,,[],https://twitter.com/adi_rossoneri/status/1388907818615402498,kolak
Adi kolak pisang,@adi_rossoneri,2021-05-02T17:45:38.000Z,"Pernah beli nasi goreng tengah malem, kata abangnya yang pedes karetnya 2, sampe rumah dicobain kok kurang pedes nih, hmm ya udah gue tambahin aja karetnya wkwkwk",,,,,,[],https://twitter.com/adi_rossoneri/status/1388912581218160643,kolak
si Bayo Alogo,@TamamHarahap,2021-05-02T10:35:01.000Z,"ngabuburit di #indodax, eh gak taunya disediain kolak ma #XRP..:-))",,,,,,[],https://twitter.com/TamamHarahap/status/1388804210951475200,kolak
Adi kolak pisang,@adi_rossoneri,2021-05-02T12:30:32.000Z,India pindah ke tanah abang apa ya?,,,,,1.0,[],https://twitter.com/adi_rossoneri/status/1388833281420976129,kolak
Adi kolak pisang,@adi_rossoneri,2021-05-02T16:05:52.000Z,Bapak kamu kalo diadu sama undertaker yang menang siapa manis?,,,,,,[],https://twitter.com/adi_rossoneri/status/1388887472902316034,kolak
Adi kolak pisang,@adi_rossoneri,2021-05-02T17:47:28.000Z,Kalo lagi sepi gini emang paling enak denger lagunya sheila on 7 yang judulnya sepi ya,,,,,,[],https://twitter.com/adi_rossoneri/status/1388913040880324608,kolak
Adi kolak pisang,@adi_rossoneri,2021-05-02T12:43:11.000Z,"Kenapa namanya Tanah Abang? kenapa gak Tanah Ibu? mayoritas disitu kan ibu-ibu, bukan abang-abang yang belanja",,,,,,[],https://twitter.com/adi_rossoneri/status/1388836465459744770,kolak
Adi kolak pisang,@adi_rossoneri,2021-05-02T12:37:40.000Z,"Ayo tarawehnya gak boleh bolos, catatan buku ramadhan nya nanti dikumpulin di meja saya, yang ketauan bikin tanda tangan sendiri bukan tanda tangan pak ustad gak boleh ikut lebaran",,,,,,[],https://twitter.com/adi_rossoneri/status/1388835076943880196,kolak
Adi kolak pisang,@adi_rossoneri,2021-05-02T11:54:01.000Z,Cowok boleh gak sih skinkeran biar glowing juga?Abisnya komuk gue berminyak banget kek lahan gambut,,,,,,[],https://twitter.com/adi_rossoneri/status/1388824092682252289,kolak
Adi kolak pisang,@adi_rossoneri,2021-05-02T02:30:43.000Z,Hari minggu gini enak nya mikirin hari senin,,,,,,[],https://twitter.com/adi_rossoneri/status/1388682334128336899,kolak
imelda mery,@kapten_imel,2021-05-02T07:38:00.000Z,"Kakak nelepon, minta dibuatin kolak ubi. 'Ubinya udah gw beli, ambil aja di dapur gw ya.''Ok.'Lalu nyuruh ponakan ambil ubinya pake sepeda. Ubi datang, ternyata cuma sebuah. Tapi segede kepala orang dewasa Motong2 ubinya sampe keringetan, huft ",,🕌 😵 😵 😵 ⚡ ⚡ 🌪 🌀,,,3.0,[],https://twitter.com/kapten_imel/status/1388759664070856708,kolak
Adi kolak pisang,@adi_rossoneri,2021-05-02T14:02:51.000Z,Pengen marathon film di komputer ATM bank,,,,,,[],https://twitter.com/adi_rossoneri/status/1388856513565913088,kolak
Adi kolak pisang,@adi_rossoneri,2021-05-02T12:49:01.000Z,"Halo orang-orang yang mendahulukan membeli baju lebaran dan lain-lain dan lupa hutangnya,tolong bayar hutangnya dahulu karna yang kau hutangi pun ingin belanja juga, emang kamu doang anjeeenng",,,,,,[],https://twitter.com/adi_rossoneri/status/1388837935722733568,kolak
Adi kolak pisang,@adi_rossoneri,2021-05-02T11:48:10.000Z,Anggota ormas harusnya minta THR ke pimpinan ormas dong,,,,,,[],https://twitter.com/adi_rossoneri/status/1388822619768725505,kolak
Mommies Daily,@mommiesdaily,2021-05-02T14:00:01.000Z,Bagaimana memilijh takjil yang aman untuk buka puasa? Tak disarankan sering mengonsumsi kolak. Yuk simak tips memilih takjil yang aman untuk buka puasa.,"8 Tips Memilih Takjil Sehat untuk Buka Puasa, Jangan Selalu KolakBagaimana memilijh takjil yang aman untuk buka puasa? Tak disarankan sering mengonsumsi kolak. Yuk simak tips memilih takjil yang aman untuk buka puasa.haibunda.com",,,,,['https://pbs.twimg.com/card_img/1388141883550060544/95QadMIz?format=jpg&name=small'],https://twitter.com/mommiesdaily/status/1388855799716450304,kolak
Kalium Klorida,@alheimur,2021-05-02T11:11:40.000Z,sop buah untuk buka...,,,1.0,,1.0,['https://pbs.twimg.com/media/E0YOcYlVgAEGYsc?format=jpg&name=small'],https://twitter.com/alheimur/status/1388813434641289221,sop buah
