UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL,keyword
Amiruddin,@akuadin,2021-04-13T11:42:46.000Z,"Buka puasa pake 1 kurma, batagor, nasi pepes ikan+pepes tahu, 1 bolen.Ga berlebihan kan? ",,😜,,,,[],https://twitter.com/akuadin/status/1381935890587545601,kurma
May,@maynadhira,2021-04-13T08:32:42.000Z,Susu kurma sounds good buat hamba yg kalo sahur males makan tapi kalo buka membabi buta ijo,,💛,1.0,,,[],https://twitter.com/maynadhira/status/1381888060434997249,kurma
dr. Andi Khomeini Takdir,@dr_koko28,2021-04-13T12:36:55.000Z,Menu berbuka dan sahur kami di rumah : air putih/teh manis/air kelapa + kurma (atau buah-buahan lainnya) + telur (direbus) + ikan (jika sempat mengolah) + vitamin D 400-1000 IU (mana yang tersedia).,,,12.0,28.0,172.0,[],https://twitter.com/dr_koko28/status/1381949517939937281,kurma
reihan putri,@reiiputt,2021-04-13T09:44:00.000Z,"Baru ngebatin td siang, duh sedih bgt hari pertama puasa ga ada kurma, krn kelupaan jd baru check out order kmrn malem gatau kpn sampenya, tiba2 ada yg nganterin kurma, Alhamdulillah masya Allah ",,😍,,,1.0,[],https://twitter.com/reiiputt/status/1381906004892217350,kurma
beckywahyuni,@beckywahyuni1,2021-04-13T11:03:12.000Z,Alhamdulillah... buka puasa hari pertama bersama Tristan. Air putih dan kurma. Itu dulu ya....,,,,,,[],https://twitter.com/beckywahyuni1/status/1381925933737668610,kurma
Anosa Wibasaputra,@Anosa13,2021-04-13T05:14:37.000Z,Kangen dikasih sekotak kurma sama kantor.,,,,,,[],https://twitter.com/Anosa13/status/1381838210725081088,kurma
FabulousMommy,@FebryMeuthia,2021-04-13T11:24:10.000Z,"Berbuka puasa bersama keluarga di hari pertama Ramadhan, selain kurma, makanan lainnya standard aja, lontong, gorengan, pastel. Kebetulan barusan ada kiriman kue dan anak lanang bawa wingko dari Semarang #MajuTerusBersamaIndiHome",,,3.0,1.0,7.0,['https://pbs.twimg.com/media/Ey2bHI_VIAEKnpF?format=jpg&name=small'],https://twitter.com/FebryMeuthia/status/1381931210499223553,kurma
نونجكي أناندا بوتري,@nungkyananda21,2021-04-13T15:48:53.000Z,Bismillah makan kurma dan susu saat saur nanti . Biar ingat rasullah @vina_asy @lisanurmala2,,,,,4.0,['https://pbs.twimg.com/media/Ey3Xs5GVEAAhF3F?format=jpg&name=small'],https://twitter.com/nungkyananda21/status/1381997830403883008,kurma
,@aillemayhat,2021-04-13T08:10:55.000Z,Tar sore enak nya jajan es kelapa atau es buah ya,,🍝,,,,[],https://twitter.com/aillemayhat/status/1381882579037560833,es buah
Lily_hyme,@Lilyli01,2021-04-13T10:20:16.000Z,"Gk ikut puasa .. Tapi ikut beli kolek, gorengan, es buah .. Ngabuburit judulnya .. ",,😂,,,,[],https://twitter.com/Lilyli01/status/1381915131769065474,es buah
pengangguran tapi banyak duitnya,@zulvanhaidar,2021-04-13T05:08:40.000Z,ES BUAH,,,1.0,,,[],https://twitter.com/zulvanhaidar/status/1381836711982821378,es buah
marli,@lilbitnastyy,2021-04-13T11:09:22.000Z,Nyari kang es buah kaya nyari jodoh susah amat ,,😭,4.0,,2.0,[],https://twitter.com/lilbitnastyy/status/1381927486276075521,es buah
Lemon Tea,@christian239_,2021-04-13T11:21:25.000Z,Yang buka puasanya pake Gorengan Ngaceng .. ehh ngacung,,🍋 🤭 🤭,3.0,1.0,57.0,['https://pbs.twimg.com/media/Ey2aegzVcAAGuFD?format=jpg&name=small'],https://twitter.com/christian239_/status/1381930517919014914,gorengan
-,@wulsap,2021-04-13T11:15:07.000Z,tak kuasa untuk tidak buka pake gorengan celup sambel kacang. yauda sahur ajadeh pake buah potong,,😫 😫 😫,,,,[],https://twitter.com/wulsap/status/1381928935550685192,gorengan
Pai Laodeh,@pailaodeh,2021-04-13T11:56:13.000Z,"Seminggu gada lari selama di Lombok gegara abis vaksin. Dan yang biasanya lari pagi, sebulan ini bakal lari sore.. Kurangi gula dan gorengan pas buka puasa yaaa..",,,,,,"['https://pbs.twimg.com/media/Ey2iaU5UcAAVMYf?format=jpg&name=small', 'https://pbs.twimg.com/media/Ey2iaU6U4AQI9oM?format=jpg&name=360x360']",https://twitter.com/pailaodeh/status/1381939275915165701,gorengan
dr. Andi Khomeini Takdir,@dr_koko28,2021-04-13T22:28:53.000Z,"Vaksin J&J ditunda terkait kekhawatiran memicu “blood clot”.Me : tolong hindari asap rokok, kurangi gorengan dan gula, jangan mageran, dan minumlah vitamin D kalian, fellow American.",,,5.0,18.0,117.0,[],https://twitter.com/dr_koko28/status/1382098494345801728,gorengan
Sambil menyelam minum jasjus,@skuyreysz,2021-04-13T11:54:41.000Z,"Untuk akang yang jual gorengan tapi buru2 diangkat karna pembeli udah ngantri. ELU GILA. TEPUNGNYA MASIH NYISA, iya kalo pakenya segitiga biru, kalo pakenya tigaroda?","Quote TweetJAKMANIA BANDUNG@jakmaniabandung · Apr 13Dear akang penjual sop buah yang isi es batunya lebih banyakk dari pada buahnya, ngadu maen Tekken aja yokk.",,2.0,,,['https://pbs.twimg.com/profile_images/719551530886520832/2OnND8-K_mini.jpg'],https://twitter.com/skuyreysz/status/1381938890047549440,gorengan
라치보라라,@nftrian,2021-04-13T09:32:59.000Z,GILAAK EMAK GUE BIKIN GORENGAN WANGI BANGET. PADAHAL NIATNYA BUKA PUASA CUMA MAU MINUM AER PUTIH SAMA MAKAN PROTEIN WOY.,,,1.0,,,[],https://twitter.com/nftrian/status/1381903232742551557,gorengan
FabulousMommy,@FebryMeuthia,2021-04-13T11:24:10.000Z,"Berbuka puasa bersama keluarga di hari pertama Ramadhan, selain kurma, makanan lainnya standard aja, lontong, gorengan, pastel. Kebetulan barusan ada kiriman kue dan anak lanang bawa wingko dari Semarang #MajuTerusBersamaIndiHome",,,3.0,1.0,7.0,['https://pbs.twimg.com/media/Ey2bHI_VIAEKnpF?format=jpg&name=small'],https://twitter.com/FebryMeuthia/status/1381931210499223553,gorengan
yank,@iyaankkkk,2021-04-13T11:09:35.000Z,emang udah jadi budaya indonesia ya buka puasa pake gorengan sama yang manis manis,,,1.0,,,[],https://twitter.com/iyaankkkk/status/1381927540374134785,gorengan
JANUARجنوار,@JANUARD_1,2021-04-13T08:38:38.000Z,"Romadon Kariim Tweep , Sharing info jualan makanan #Takjil #BuburSumsumKendil & #Kolak Pisang Ubi, dijamin #Fresh asli #rumahan, #enak harganya cuma #ceban   tweeps.#ramadanmubarakLokasi; teras #indomaret Setu Cipayung 3:https://maps.app.goo.gl/tX7bdyERW7xxPVA57…",,🙏 🤗,2.0,,1.0,"['https://pbs.twimg.com/media/Ey11LibU4AEPEd6?format=jpg&name=360x360', 'https://pbs.twimg.com/media/Ey11NHyUcAIhJtO?format=jpg&name=360x360', 'https://pbs.twimg.com/media/Ey11MTrUUAQBGq4?format=jpg&name=360x360', 'https://pbs.twimg.com/media/Ey11N3KUYAYyc1L?format=jpg&name=360x360']",https://twitter.com/JANUARD_1/status/1381889555289149441,kolak
Choper,@tulisanmiring,2021-04-13T11:35:34.000Z,Alasan gw males makan kolak di bulan puasa Rasanya kebanyakan jahe wkwkwk,,,1.0,,,[],https://twitter.com/tulisanmiring/status/1381934081298984965,kolak
naa,@naamatchalatte,2021-04-13T11:04:42.000Z,Baru kali ini beli kolak enak banget banget banget huhuhu,,😭,,,,[],https://twitter.com/naamatchalatte/status/1381926312000905221,kolak
Perjalananakbar,@akbarnur_rahmat,2021-04-13T14:58:51.000Z,Nasi pecel kolaborasi Sama Kolak busett..  Wkwkwkw,,,,,,[],https://twitter.com/akbarnur_rahmat/status/1381985239816228874,kolak
Alpha Centauri,@kembangtaahu,2021-04-13T21:52:00.000Z,Udah puasa lagi aje perasaan baru sejam yang lalu makan kolak,,🌟 💫 🌟,,,,[],https://twitter.com/kembangtaahu/status/1382089211801600002,kolak
Tacipi,@AsbiansaAbi,2021-04-13T04:25:33.000Z,Iseng buat kolak pisang ubi buat dijual buka puasa.,,,,,,[],https://twitter.com/AsbiansaAbi/status/1381825862069186566,kolak
⟭⟬𝐀𝐌𝐈𝐄⟬⟭,@amie_licious,2021-04-13T11:00:17.000Z,kolak pisang ubi dan kolang kaling terbaaeeekkk untuk berbukaaaa~~~,,,,,,['https://pbs.twimg.com/media/Ey2VpDBVEAQLaDc?format=jpg&name=small'],https://twitter.com/amie_licious/status/1381925202775343106,kolak
Koala,@arahsenjaa,2021-04-13T11:12:11.000Z,Abis wo langsung buka. Pake es campur. Anjir mantulity. Kenikmatan hqq emng.,,,,,,['https://pbs.twimg.com/media/Ey2YXaaVIAEGqYs?format=jpg&name=medium'],https://twitter.com/arahsenjaa/status/1381928193666424833,es campur
,@auedemar,2021-04-13T04:13:30.000Z,Ya Allah panasnya minum es campur enak bgt ini,,,,,2.0,[],https://twitter.com/auedemar/status/1381822831026073602,es campur
Aldy,@musuh_kekasihmu,2021-04-13T10:16:17.000Z,"Hanya di bulan puasa biji salak menjadi lunak, subhanallah memang luar biasa bulan puasa.",,,3.0,,,['https://pbs.twimg.com/media/Ey2Lk75VIAAUho2?format=jpg&name=small'],https://twitter.com/musuh_kekasihmu/status/1381914129791770624,biji salak
Meli Engku,@MeliEngku,2021-04-13T08:28:55.000Z,"Pengen makan biji salak sama lontong diguyur sambel kacang plus bala2. Kalo bulan puasa dirumah bekasi byk jualan ini, ngangenin",,🤤 🤤,,,,[],https://twitter.com/MeliEngku/status/1381887108684476416,biji salak
#SiarannyaDINA,@dinajanidya,2021-04-13T09:30:14.000Z,Nyicipin duluan menu berbuka dirumah bu boss.... biji salak wkwkwkw,,🤤,,,,[],https://twitter.com/dinajanidya/status/1381902537721143300,biji salak
Iruma,@ifhsryngrm,2021-04-14T11:28:47.000Z,"kemaren buka puasa gak makan nasi, tapi kalap sama kurma kaiju",,,1.0,,,[],https://twitter.com/ifhsryngrm/status/1382294761600524290,kurma
priskaINA GO,@mpriiis,2021-04-14T11:36:41.000Z,selamat berbuka puasa ~~ yg doyan kurma cuman aku doang hahaha,,🧈 🥞 💛,2.0,,,"['https://pbs.twimg.com/media/Ey7nicRVEAQfFs9?format=jpg&name=360x360', 'https://pbs.twimg.com/media/Ey7njocVkAIZvkH?format=jpg&name=360x360']",https://twitter.com/mpriiis/status/1382296747171467267,kurma
HHP 봄,@HidayatHHP,2021-04-14T12:51:33.000Z,Tadi kalian buka pake apa ?Team gorengan or team kurma ?,,,8.0,,5.0,['https://pbs.twimg.com/media/Ey74s-EVEAEq1l5?format=jpg&name=small'],https://twitter.com/HidayatHHP/status/1382315589587279877,kurma
Alka,@txtdarialka,2021-04-14T05:39:39.000Z,Jam segini liat kurma kayak kecoa,,,1.0,,,[],https://twitter.com/txtdarialka/status/1382206900247285765,kurma
FabulousMommy,@FebryMeuthia,2021-04-14T04:30:48.000Z,"Problem dgn kurma medjol, satu kurang, tiga kebanyakan",,,2.0,,,[],https://twitter.com/FebryMeuthia/status/1382189573002850305,kurma
Roy Pablo,@Kowalskuyyy,2021-04-14T21:13:27.000Z,Kurma buah apa bukan???,,,11.0,,2.0,[],https://twitter.com/Kowalskuyyy/status/1382441895905824769,kurma
A.N.C.,@ainunchomsun,2021-04-14T12:44:14.000Z,"Gak suka kurma, dikirimi kurma sukari premium 1 kg. Edyaaaan! Berapa duit tuh Ternyata emang enak ya... walaupun tetep gak favorit karena manis. Alhamdulillaah rejeki Ramadan.",,😱,3.0,,4.0,[],https://twitter.com/ainunchomsun/status/1382313750590418945,kurma
MinangPringsewu,@rahmiputri_eka,2021-04-14T11:25:19.000Z,Makan cilok sama es buah aja dah kenyang,,😆,,,,[],https://twitter.com/rahmiputri_eka/status/1382293887977283584,es buah
Toga,@hiimiko__,2021-04-14T11:37:38.000Z,"Menu andalan buka puasa, es buah + risol isi",,,,,,[],https://twitter.com/hiimiko__/status/1382296989056987138,es buah
si.ge.tea.135cc,@Gareng0303,2021-04-14T08:55:59.000Z,Sekarang Es Teh sama Es Buah yang menggoda bukan Kamu,,,,,,[],https://twitter.com/Gareng0303/status/1382256306438905861,es buah
𝐸𝓇𝓌𝒾𝓃 𝐻𝑒𝓇𝓌𝒾𝓎𝒶𝓃𝓈𝓎𝒶𝒽,@erwinhrwynsyh,2021-04-14T10:50:39.000Z,Es teh manis + gorengan. Menu buka puasa surgawi,,,,,,[],https://twitter.com/erwinhrwynsyh/status/1382285163019706375,gorengan
kamu,@riantariksa,2021-04-14T11:09:37.000Z,"Salah satu keresahan saat beli gorengan di waktu² mepet jam buka puasa tuh kalo ga gorengannya yg abis, ya sambelnya yg abis huffttt",,,,,,[],https://twitter.com/riantariksa/status/1382289937106497536,gorengan
R,@robbyhery,2021-04-14T13:18:33.000Z,Cupu amat baru 2 hari udah harus stop gorengan.Biasanya pertengahan puasa tenggorokan baru ngambek ,,😂,,,,[],https://twitter.com/robbyhery/status/1382322385529884679,gorengan
dit,@apaanyak99,2021-04-14T10:32:13.000Z,cuma bisa ngeliatin keluarga makan gorengan sama minum es ,,🤖 😭 😭,2.0,,1.0,[],https://twitter.com/apaanyak99/status/1382280524408840194,gorengan
HHP 봄,@HidayatHHP,2021-04-14T12:51:33.000Z,Tadi kalian buka pake apa ?Team gorengan or team kurma ?,,,8.0,,5.0,['https://pbs.twimg.com/media/Ey74s-EVEAEq1l5?format=jpg&name=small'],https://twitter.com/HidayatHHP/status/1382315589587279877,gorengan
seroja_hafiedz,@OnyHafiedz,2021-04-14T03:45:32.000Z,Ini aliran kolak opo aliran gorengan?,Quote Tweeteko nugroho@Nugroho11Eko · Apr 14Tumbas pisang,,,1.0,2.0,"['https://pbs.twimg.com/profile_images/1007030673088004096/QvKxiytO_mini.jpg', 'https://pbs.twimg.com/ext_tw_video_thumb/1382162852966912001/pu/img/doLcWJiE8BSm3pyW.jpg']",https://twitter.com/OnyHafiedz/status/1382178181940015106,gorengan
Haroro 하로로,@hahaha2606,2021-04-14T21:33:47.000Z,Lebih aneh yang g suka makan gorengan ,Quote Tweetyovin@kayovinee · Apr 14lebih aneh gasuka keju wle twitter.com/ssauvagedior/s…,🥲 🦕,2.0,,2.0,['https://pbs.twimg.com/profile_images/1358092874336722944/QFUcSds1_mini.jpg'],https://twitter.com/hahaha2606/status/1382447013862592512,gorengan
Kayulia,@_BruleeLatte,2021-04-14T12:20:54.000Z,Semenjak covid tukang jualan deket kost makin dikit bahkan tahun ini sampe tahap susah nyari kolak,,,,,,[],https://twitter.com/_BruleeLatte/status/1382307876929105922,kolak
GINA,@beautyisgina_,2021-04-14T10:33:28.000Z,Buras dan kolak di kosan kmren tuh terenak sepanjang gue menjadi anak perantauan yg idupnya berpindah pindah terus.,,,,,,[],https://twitter.com/beautyisgina_/status/1382280838495105033,kolak
Echa,@echacha_ra,2021-04-14T04:46:09.000Z,Seneng bgt bikin kolak langsung berhasil :'),,,,,,[],https://twitter.com/echacha_ra/status/1382193436053303302,kolak
markus henry,@markushenry,2021-04-14T12:11:49.000Z,"makan kolak di bulan puasa,belinya di pasar kagetnafas sesak tidak leluasa,solusinya 3D mask by @i_am_jetset ••#3dmask #washablemask #maskercorona #3mprokes #prokes #staysafe #keepbreathing @ Jakarta, Indonesia https://instagram.com/p/CNpVqeFLbwD/?igshid=9mvx6k5bagxc…",,,,,,[],https://twitter.com/markushenry/status/1382305591935176706,kolak
Dianika,@racnika,2021-04-14T15:41:45.000Z,"Beli kolak biji salak, dikirain beneran biji salak, eh ternyata candil ",,🤡,2.0,,,[],https://twitter.com/racnika/status/1382358421127663619,kolak
seroja_hafiedz,@OnyHafiedz,2021-04-14T03:45:32.000Z,Ini aliran kolak opo aliran gorengan?,Quote Tweeteko nugroho@Nugroho11Eko · Apr 14Tumbas pisang0:17790 views,,,1.0,2.0,['https://pbs.twimg.com/profile_images/1007030673088004096/QvKxiytO_mini.jpg'],https://twitter.com/OnyHafiedz/status/1382178181940015106,kolak
Dianika,@racnika,2021-04-14T15:41:45.000Z,"Beli kolak biji salak, dikirain beneran biji salak, eh ternyata candil ",,🤡,2.0,,,[],https://twitter.com/racnika/status/1382358421127663619,biji salak
Re_Herbalis,@Al_hud11,2021-04-15T18:38:05.000Z,Biar gak di bilang hoax....Ready kurma tunis tangkai maduKurma khalas premium...085753914407,,,,,,['https://pbs.twimg.com/ext_tw_video_thumb/1382764857456353280/pu/img/J6wzZ4LxVz3j_3tE.jpg'],https://twitter.com/Al_hud11/status/1382765186466017282,kurma
Ashér.,@asherbutera,2021-04-15T21:41:27.000Z,Saur makan kurma 3 biji doang :),,,,,2.0,[],https://twitter.com/asherbutera/status/1382811330952921088,kurma
Even,@JoseAndre89,2021-04-15T05:03:17.000Z,"Setau gue, org makan kurma bukannya krn manisnya ya? Klo nambahin keju buat nahan manisnya, ya mending sekalian gak usah makan kurma lah ",,😂,1.0,,,[],https://twitter.com/JoseAndre89/status/1382560135214616581,kurma
Even,@JoseAndre89,2021-04-15T15:00:45.000Z,Kirain kurma sama keju,Quote TweetR@Adriandhy · Apr 14Setahuku yang Rasulullah Muhammad SAW (Peace be upon Him) contohkan adalah berbuka puasa dengan kurma dan air (mohon koreksi jika salah) - Tapi “Berbukalah dengan yang manis” mah hasil begadang copywriter-nya Teh Botol Sosro.Show this thread,,,,,['https://pbs.twimg.com/profile_images/1301860132058312705/n6eYU1_C_mini.jpg'],https://twitter.com/JoseAndre89/status/1382710490678185985,kurma
Anis Fauzan,@anisfauzan1,2021-04-15T20:32:13.000Z,Sahurnya pakai kurma dan cinta,,,,,,[],https://twitter.com/anisfauzan1/status/1382793908548104192,kurma
A.N.C.,@ainunchomsun,2021-04-15T21:15:04.000Z,Mengikuti jejak teh @ninityunita sahur dengan kurma sukari plus butter. Ringkes. Mayan sih rasanya dan gak perlu banyak. 2 or 3 sudah cukup. *tertanda bukan penyuka kurma*,,,,1.0,3.0,[],https://twitter.com/ainunchomsun/status/1382804693508755457,kurma
jay,@Jayeslle7,2021-04-15T06:10:22.000Z,Yang mau es buah apa kolak misalnya,,,6.0,,21.0,[],https://twitter.com/Jayeslle7/status/1382577016575184898,es buah
-,@hasrulursah,2021-04-15T15:35:55.000Z,"Laper lagi, buka puasa cuma pake es buah segerobak",,,,,,[],https://twitter.com/hasrulursah/status/1382719341918003203,es buah
@OERANKSOENDA,@OERANKSOENDA,2021-04-15T07:58:47.000Z,"Ngak mba saya minum air, selanjutnya es campur, es cendol, es buah, es teler, goreng bawang, pisang dll.",Quote TweetRoy.co@LadyRoyco · Apr 15Keknya 90% orang indo itu buka puasa sama gorengan ,💭,,,,['https://pbs.twimg.com/profile_images/1373506200306737153/whOFLHGs_mini.jpg'],https://twitter.com/oeranksoenda/status/1382604301525086210,es buah
sad_boyy,@ferdiansa96,2021-04-15T09:56:38.000Z,"Lagi ngantri beli es buah tibah - tibah Ada emba""nyerobot lalu bilang""mas Saya dulu yah,udh mau buka puasa""Dalam hati cuman bisa bilang ""hmmBambang lu kira dari td gua ngantri Berdiri disini cuman liatin tutorial Bikin es buah apa gua juga mau buka Puasa emba""",,😒 😑 🙈 🤣,,,,[],https://twitter.com/ferdiansa96/status/1382633959956180993,es buah
bisa diem g,@odongpejjj,2021-04-15T11:09:48.000Z,Tadi siang lemes banget laper pas buka kenyang banget padahal cuma makan bakwan 8 dan 3 gelas es buah,,,6.0,,2.0,[],https://twitter.com/odongpejjj/status/1382652371684106241,es buah
rifahrudin,@RFahrudinn,2021-04-15T11:44:33.000Z,"Buka puasa walaupun cuma makan gorengan,  tapi kalo buka nya bareng keluarga rasanyaa tetep ajaa gorengan",,,,,,[],https://twitter.com/RFahrudinn/status/1382661118787612672,gorengan
padlyyy,@padol_2002,2021-04-15T11:12:14.000Z,ternyata buka pake lontong ama gorengan doang kenyang ya,,,1.0,,,[],https://twitter.com/padol_2002/status/1382652983863697414,gorengan
"Mugiyanto, P.",@Jay_Pujay,2021-04-15T14:48:34.000Z,Sampe mau tidur masih berhasil buka puasa tanpa gorengan ,,😎,,,,[],https://twitter.com/Jay_Pujay/status/1382707427913633796,gorengan
SaraKessing,@SaraKessing_,2021-04-15T13:06:54.000Z,"Hari ini makanan banyak banget, termasuk gorengan.. 3days puasa turun sekilo... Mantap",,,,,,[],https://twitter.com/SaraKessing_/status/1382681839526051840,gorengan
Ocasi Kola~,@ditaanggre,2021-04-15T13:35:38.000Z,"Bulan puasa ini gue puasa gorengan dan es teh manis, makan gorengan paling klo dikit cuman 1 biji ",,🤤,,,,[],https://twitter.com/ditaanggre/status/1382689070619447299,gorengan
rifka hanifah,@rifka203,2021-04-15T17:33:20.000Z,"Akhirnya hari ke3, ngerasain buka puasa pakai lontong & gorengan. Walau jm segini banget ",,😂,,,,[],https://twitter.com/rifka203/status/1382748892760985602,gorengan
SaraKessing,@SaraKessing_,2021-04-15T09:07:17.000Z,Beli gorengan jangan,,😭,,,,[],https://twitter.com/SaraKessing_/status/1382621538357182468,gorengan
Woro dwi ks,@worodwiks,2021-04-15T11:20:35.000Z,"Hari pertama buka puasa nyoba ngurangin makan gorengan... Bisa tuh cuma ambil 1, hari kedua ngambil 2, hari ini ngambil 3 wakakakakak parahsihhh.. Knp kalo bukapuasa harus selalu ada gorengannnnnnnnnnn",,,,,,[],https://twitter.com/worodwiks/status/1382655086388604932,gorengan
Melly,@mellysm,2021-04-15T11:56:32.000Z,"Dua hari kemaren abis buka puasa selalu perut perih, sesek jg krn asam lambung naik. Tp knp gak kapok, hari ini masih aja konsisten buka puasa pake gorengan sm sambel kacang ",,,,,,[],https://twitter.com/mellysm/status/1382664131141005313,gorengan
BELLER KOHL,@dimas_pngstu,2021-04-15T21:26:01.000Z,ko bisa ada orang anggap cireng di level tertinggi di dunia gorengan.level tertinggi itu bakwan sayur oi,"Quote TweetBingbang@binglebanger · Apr 15Replying to @rikhaaderia and @sabdapsTentu saja, cireng itu ada di level tertinggi dalam dunia gorengan.",😭 😭,4.0,,,['https://pbs.twimg.com/profile_images/1381921743351160832/uFEX1D3d_mini.jpg'],https://twitter.com/dimas_pngstu/status/1382807447073542146,gorengan
Chi,@bumilautlangit,2021-04-15T10:41:44.000Z,"Penhen gorengan pake rawit, nyari dimana ya",,,1.0,,,[],https://twitter.com/bumilautlangit/status/1382645308790763523,gorengan
jay,@Jayeslle7,2021-04-15T06:10:22.000Z,Yang mau es buah apa kolak misalnya,,,6.0,,21.0,[],https://twitter.com/Jayeslle7/status/1382577016575184898,kolak
Anaknya bapak,@iyanradian,2021-04-15T07:26:29.000Z,Sekarang setiap pulang kerja sepanjang jalan bau kolak sama gorengan ,,😆,1.0,,7.0,[],https://twitter.com/iyanradian/status/1382596171596660738,kolak
marina saraswati,@marsaws,2021-04-15T12:06:00.000Z,"Dkirimin kolak pisang sama tetangga. Ya Allah gak mau mubazir, tp kasih siapa ini ",,😭,,,,[],https://twitter.com/marsaws/status/1382666515237924867,kolak
@OERANKSOENDA,@OERANKSOENDA,2021-04-15T07:58:47.000Z,"Ngak mba saya minum air, selanjutnya es campur, es cendol, es buah, es teler, goreng bawang, pisang dll.",Quote TweetRoy.co@LadyRoyco · Apr 15Keknya 90% orang indo itu buka puasa sama gorengan ,💭,,,,['https://pbs.twimg.com/profile_images/1373506200306737153/whOFLHGs_mini.jpg'],https://twitter.com/oeranksoenda/status/1382604301525086210,es campur
Aripin,@arifin_Arif90,2021-04-16T07:00:40.000Z,"Pas banget kan Konsumsi Sari Buah Kurma SR12 di bulan Ramadhan seperti sekarang ini, apalagi sekarang wajib banget jaga kesehatan tubuh dan imun tubuhYuk Order SekarangSari Buah Kurma SR12 Stok terbatas",,,,1.0,2.0,['https://pbs.twimg.com/media/EzE7kLNUcAApGtk?format=jpg&name=small'],https://twitter.com/arifin_Arif90/status/1382952061499707392,kurma
SastraKama,@umizaid88,2021-04-16T21:46:21.000Z,"Males makan nasi  alhasilMakan 2 pc kurma , 1 kotak kecil susu ultramilk vanila , 1 gelas air putih untuk puasa hari ini #puasa2021",,💨,,,,[],https://twitter.com/umizaid88/status/1383174950706581512,kurma
musrekt,@musinhere,2021-04-16T11:44:47.000Z,takjil jaman dulu mah kurma skrg diganti jd buka tiktok,,🤭,,,,[],https://twitter.com/musinhere/status/1383023563595075585,kurma
gayung aerr,@guntur49624346,2021-04-16T13:42:05.000Z,Kumur kumur pake es buah batal enggak?,,,1.0,,1.0,[],https://twitter.com/guntur49624346/status/1383053082901188614,es buah
,@fluffydacron,2021-04-16T11:21:31.000Z,"Hari pertama buka puasa dengan niatWkwkkwkNasi, sayur bayem, telor, teh manis anget, sama roti tlj 3 potong.Kemarin cuma roti tlj 1, lontong oncom 1, gorengan 2, penitiin baju.Yha",,🐶,,,,[],https://twitter.com/fluffydacron/status/1383017708220862467,gorengan
Caramel Macchiato,@helinfebriani,2021-04-16T12:11:53.000Z,Kebanyakan makan gorengan leher jadi kencenggggg,,🗽,1.0,,2.0,[],https://twitter.com/helinfebriani/status/1383030381331423242,gorengan
Iruma,@ifhsryngrm,2021-04-16T11:15:43.000Z,"ramadan kali ini, kenapa jadi doyan banget beli gorengan buat buka puasa ya ",,🙃,1.0,,,[],https://twitter.com/ifhsryngrm/status/1383016247114096641,gorengan
Blogger Hensem,@nursaidr_,2021-04-16T07:37:45.000Z,"Gue tuh suka bgt nolak kalo dikasih ini itu sama orang. Termasuk sama @UwanUrwanJadi, dia gtu juga sama gue. Susah banget kalo mau gue kasih sesuatu feel free kaya beli gorengan deh. Gak dia makan jatah gue. Maunya beli sendiri. ",,😒,3.0,,,[],https://twitter.com/nursaidr_/status/1382961394409037824,gorengan
♕Mei 디아나,@meidianaintan,2021-04-16T10:24:52.000Z,jangan ngambek nanti aku beliin kolak buat buka puasa~,,🍒,,,,['https://pbs.twimg.com/media/EzFqTalVgAY-xF0?format=jpg&name=small'],https://twitter.com/meidianaintan/status/1383003449885741057,kolak
mamamuda,@Risma_stw,2021-04-16T09:55:59.000Z,Kesiksa banget nahan kentut seharian di kantor client mana kemaren abis makan kolak ubi padahal mantep kan tuh kalo dikeluarin,,,,,,[],https://twitter.com/Risma_stw/status/1382996181622484999,kolak
Amir Hamzah,@AmirHam76330474,2021-04-16T11:25:06.000Z,"Biasa yg merasa sakit, kebanyakan makan kolak x tuh","Quote TweetAdinda Zahrany@Adinda_Zahran1 · Apr 16Anies Sejahterakan Petani, Kenapa Mereka Sakit Hati?Jangan-jangan yg sakit hati pendukung impor https://warta-berita.com/2021/04/anies-sejahterakan-petani-kenapa-mereka.html…",🤣 🤣,,,1.0,['https://pbs.twimg.com/profile_images/1386228993272152064/oUbuffeh_mini.jpg'],https://twitter.com/AmirHam76330474/status/1383018609270681601,kolak
Paopao,@yamapaopao,2021-04-16T05:47:47.000Z,"Paling enak ya, kolak siang-siang masih panas",0:0329 views,,,,2.0,['https://pbs.twimg.com/ext_tw_video_thumb/1382933658298839042/pu/img/9iwLQM1mYYsW0NN3.jpg'],https://twitter.com/yamapaopao/status/1382933720827523073,kolak
Anak Ketiga,@AyoAjaOrangnya,2021-04-16T08:28:32.000Z,Ada yang tau tukang sop buah yg sebelumnya jualan di perempatan kemang depan maybank itu pindah kemana sih? ,,🧐,,,,[],https://twitter.com/AyoAjaOrangnya/status/1382974174679900160,sop buah
denniputrajayaa,@Jang27521127,2021-04-16T10:52:46.000Z,Yang gua tunggu saat buka puasaSop buah Rokok ,,❌ ✅,,,1.0,[],https://twitter.com/Jang27521127/status/1383010473633665027,sop buah
